Time_h,Aeration_L/h,Sugar_feed_L/h,Acid_flow_L/h,Base_flow_L/h,WFI_dilution_L/h,Air_pressure_bar,Substrate_conc_g/L,DO_concentration_mg/L,Penicillin_conc_g/L,pH,Temperature_K,Oxygen_Uptake_Rate_g_min,Carbon_evol_rate_g/h
44.4,60.0,57.0,0.0,44.921,0.0,1.1,0.002402,13.389,2.7694,6.4941,298.04,1.0425,0.81145
44.6,60.0,57.0,0.0,47.797,0.0,1.1,0.002422,13.363,2.8059,6.4979,298.06,1.0446,0.8145
44.8,60.0,57.0,0.0,49.171,0.0,1.1,0.0024112,13.341,2.8426,6.505,298.07,1.0534,0.81756
45.0,60.0,57.0,0.0,47.664,0.0,1.1,0.0024229,13.309,2.8793,6.5101,298.06,1.0599,0.82062
45.2,60.0,57.0,0.0,44.136,0.0,1.1,0.0024449,13.263,2.9161,6.5104,298.05,1.072,0.82368
45.4,60.0,57.0,0.0,40.503,0.0,1.1,0.0023352,13.309,2.9538,6.5081,298.03,1.0588,0.82669
45.6,60.0,57.0,0.0,37.797,0.0,1.1,0.0022982,13.301,2.9917,6.502,298.0,1.052,0.82965
45.8,60.0,57.0,0.0,37.538,0.0,1.1,0.0022602,13.297,3.0301,6.4942,297.98,1.0515,0.83258
46.0,60.0,57.0,0.0,40.366,0.0,1.1,0.0023025,13.227,3.0683,6.4892,297.96,1.0728,0.83553
46.2,60.0,57.0,0.0,45.202,0.0,1.1,0.0023141,13.21,3.1064,6.4896,297.95,1.0769,0.83851
46.4,60.0,57.0,0.0,49.869,0.0,1.1,0.0023283,13.208,3.1443,6.4928,298.49,1.0678,0.84149
46.6,60.0,57.0,0.0,53.244,0.0,1.1,0.0023173,13.173,3.1825,6.4978,298.41,1.0858,0.84447
46.8,60.0,57.0,0.0,54.649,0.0,1.1,0.0023119,13.143,3.2209,6.5027,298.31,1.0941,0.84745
47.0,60.0,57.0,0.0,54.104,0.0,1.1,0.0022535,13.156,3.26,6.508,298.22,1.0856,0.85041
47.2,60.0,57.0,0.0,51.426,0.0,1.1,0.0022682,13.118,3.299,6.5123,298.14,1.0877,0.85336
47.4,60.0,57.0,0.0,47.014,0.0,1.1,0.0022624,13.047,3.3383,6.5128,298.1,1.117,0.85634
47.6,60.0,57.0,0.0,42.445,0.0,1.1,0.0022663,13.008,3.3777,6.5087,298.08,1.125,0.85932
47.8,60.0,57.0,0.0,39.516,0.0,1.1,0.0022336,12.981,3.4176,6.5007,298.06,1.1383,0.86229
48.0,60.0,57.0,0.0,39.766,0.0,1.1,0.0022198,12.947,3.4578,6.4924,298.04,1.1516,0.86525
48.2,60.0,61.0,0.0,43.348,0.0,1.1,0.0023728,12.821,3.4969,6.4877,298.03,1.1754,0.86832
48.4,60.0,61.0,0.0,48.794,0.0,1.1,0.0024203,12.765,3.5358,6.4875,298.02,1.1974,0.87148
48.6,60.0,61.0,0.0,54.29,0.0,1.1,0.0023584,12.785,3.5755,6.4919,298.0,1.1952,0.87461
48.8,60.0,61.0,0.0,58.039,0.0,1.1,0.0023536,12.766,3.6156,6.4983,298.0,1.2018,0.87773
49.0,60.0,61.0,0.0,59.234,0.0,1.1,0.0023653,12.758,3.6558,6.5048,297.98,1.1903,0.88084
49.2,60.0,61.0,0.0,57.842,0.0,1.1,0.0023181,12.764,3.6963,6.5101,297.98,1.1814,0.88394
49.4,60.0,61.0,0.0,54.32,0.0,1.1,0.0022457,12.767,3.7379,6.5131,297.98,1.1811,0.88698
49.6,60.0,61.0,0.0,49.59,0.0,1.1,0.0021944,12.768,3.7801,6.5125,297.99,1.1736,0.88997
49.8,60.0,61.0,0.0,45.107,0.0,1.1,0.0021703,12.744,3.8224,6.5072,298.0,1.1775,0.89295
50.0,60.0,61.0,0.0,42.775,0.0,1.1,0.0021815,12.693,3.8647,6.5,298.01,1.1891,0.89593
50.2,60.0,61.0,0.0,43.281,500.0,1.1,0.0021408,13.977,3.9012,6.4923,297.9,0.8933,0.89889
50.4,60.0,61.0,0.0,46.901,500.0,1.1,0.0021237,14.015,3.9376,6.489,298.45,0.86104,0.90182
50.6,60.0,61.0,0.0,51.807,500.0,1.1,0.0021042,14.023,3.9737,6.4893,298.27,0.86847,0.90475
50.8,60.0,61.0,0.0,56.592,500.0,1.1,0.0020609,14.067,4.0097,6.4933,298.1,0.86585,0.90766
51.0,60.0,61.0,0.0,59.791,500.0,1.1,0.0020917,14.045,4.0456,6.4984,297.97,0.88119,0.91058
51.2,60.0,61.0,0.0,60.929,500.0,1.1,0.0020818,14.069,4.0816,6.5031,297.89,0.87961,0.91351
51.4,60.0,61.0,0.0,60.221,500.0,1.1,0.0020587,14.084,4.1175,6.5053,298.21,0.88166,0.91643
51.6,60.0,61.0,0.0,58.611,500.0,1.1,0.0020857,14.062,4.1534,6.5063,298.13,0.89345,0.91936
51.8,60.0,61.0,0.0,56.623,500.0,1.1,0.0021026,14.065,4.1889,6.5043,298.04,0.89388,0.92232
52.0,60.0,61.0,0.0,55.438,500.0,1.1,0.00208,14.1,4.2246,6.5031,297.97,0.8809,0.92527
52.2,60.0,65.0,0.0,54.715,500.0,1.1,0.0022408,13.972,4.2597,6.4994,297.94,0.91876,0.92834
52.4,60.0,65.0,0.0,55.465,500.0,1.1,0.0022069,13.994,4.2948,6.4969,298.16,0.93633,0.93144
52.6,60.0,65.0,0.0,57.206,500.0,1.1,0.0021844,14.02,4.33,6.496,298.11,0.94315,0.9345
52.8,60.0,65.0,0.0,59.313,500.0,1.1,0.0022108,14.008,4.365,6.4972,298.05,0.9509,0.93759
53.0,60.0,65.0,0.0,60.967,500.0,1.1,0.0021807,14.032,4.3998,6.4985,298.01,0.95586,0.94067
53.2,60.0,65.0,0.0,62.085,500.0,1.1,0.0021231,14.091,4.4352,6.5018,297.97,0.94817,0.9437
53.4,60.0,65.0,0.0,61.863,500.0,1.1,0.0020838,14.133,4.4704,6.5057,297.94,0.94438,0.94668
53.6,60.0,65.0,0.0,60.083,500.0,1.1,0.0020567,14.151,4.5057,6.5091,298.1,0.94942,0.94963
53.8,60.0,65.0,0.0,56.983,500.0,1.1,0.0020241,14.172,4.541,6.5106,298.06,0.95598,0.95254
54.0,60.0,65.0,0.0,53.274,500.0,1.1,0.0019805,14.187,4.5765,6.5112,298.01,0.96259,0.95543
54.2,60.0,65.0,0.0,49.318,500.0,1.1,0.0020223,14.156,4.612,6.5088,297.99,0.97326,0.95833
54.4,60.0,65.0,0.0,46.33,500.0,1.1,0.0019742,14.196,4.6477,6.5023,297.97,0.96794,0.96122
54.6,60.0,65.0,0.0,45.932,500.0,1.1,0.0019182,14.262,4.6833,6.4957,297.96,0.95207,0.96406
54.8,60.0,65.0,0.0,48.191,500.0,1.1,0.0018412,14.341,4.7184,6.493,297.94,0.94205,0.96681
55.0,60.0,65.0,0.0,51.491,500.0,1.1,0.0018825,14.32,4.7535,6.4931,298.04,0.95353,0.96957
55.2,60.0,65.0,0.0,54.754,500.0,1.1,0.001843,14.38,4.7886,6.4955,298.02,0.93842,0.97231
55.4,60.0,65.0,0.0,57.058,500.0,1.1,0.0018489,14.413,4.8234,6.4987,297.99,0.92776,0.97503
55.6,60.0,65.0,0.0,58.086,500.0,1.1,0.0018366,14.445,4.8581,6.5018,297.97,0.91745,0.97775
55.8,60.0,65.0,0.0,57.898,500.0,1.1,0.0018443,14.44,4.8927,6.5051,297.96,0.92326,0.98048
56.0,60.0,65.0,0.0,56.391,500.0,1.1,0.001852,14.443,4.9274,6.5056,297.96,0.92947,0.98321
56.2,60.0,72.0,0.0,54.686,500.0,1.1,0.0019458,14.366,4.9625,6.5033,297.96,0.9608,0.98603
56.4,60.0,72.0,0.0,53.908,500.0,1.1,0.0019641,14.331,4.9979,6.4993,297.97,0.98585,0.98892
56.6,60.0,72.0,0.0,54.711,500.0,1.1,0.0019181,14.392,5.0333,6.4943,297.97,0.97683,0.99178
56.8,60.0,72.0,0.0,57.526,500.0,1.1,0.0019166,14.411,5.0688,6.4921,297.97,0.97589,0.99462
57.0,60.0,72.0,0.0,61.208,500.0,1.1,0.0019215,14.43,5.1046,6.4917,297.97,0.97346,0.99746
57.2,60.0,72.0,0.0,65.032,500.0,1.1,0.0018828,14.504,5.1401,6.4952,297.97,0.94803,1.0003
57.4,60.0,72.0,0.0,67.455,500.0,1.1,0.0019195,14.467,5.1754,6.5008,297.98,0.97244,1.0031
57.6,60.0,72.0,0.0,67.664,500.0,1.1,0.0019047,14.479,5.2105,6.5062,297.98,0.98266,1.0059
57.8,60.0,72.0,0.0,65.713,500.0,1.1,0.0019001,14.496,5.2459,6.5097,297.98,0.97591,1.0088
58.0,60.0,72.0,0.0,62.364,500.0,1.1,0.0018267,14.554,5.2815,6.5116,297.98,0.96643,1.0116
58.2,60.0,72.0,0.0,58.234,500.0,1.1,0.0017633,14.62,5.3168,6.5095,297.98,0.94639,1.0143
58.4,60.0,72.0,0.0,54.984,500.0,1.1,0.0017159,14.65,5.3521,6.5061,297.97,0.9516,1.017
58.6,60.0,72.0,0.0,53.057,500.0,1.1,0.0017087,14.687,5.3873,6.5039,297.97,0.93578,1.0196
58.8,60.0,72.0,0.0,52.03,500.0,1.1,0.0016705,14.719,5.4224,6.5044,297.96,0.93439,1.0222
59.0,60.0,72.0,0.0,50.783,500.0,1.1,0.0016658,14.734,5.4574,6.5032,297.96,0.93835,1.0248
59.2,60.0,72.0,0.0,50.01,500.0,1.1,0.0016706,14.737,5.4925,6.5008,297.95,0.94013,1.0274
59.4,60.0,72.0,0.0,50.209,500.0,1.1,0.001642,14.783,5.5274,6.4981,297.95,0.93172,1.0299
59.6,60.0,72.0,0.0,51.484,500.0,1.1,0.0016173,14.814,5.562,6.4965,297.97,0.9316,1.0325
59.8,60.0,72.0,0.0,53.392,500.0,1.1,0.0016765,14.776,5.5969,6.4938,297.96,0.94646,1.035
60.0,60.0,72.0,0.0,56.381,500.0,1.1,0.0016796,14.785,5.6316,6.4919,297.96,0.95394,1.0377
60.2,60.0,76.0,0.0,60.128,500.0,1.1,0.0017563,14.738,5.6664,6.4906,297.96,0.97754,1.0403
60.4,60.0,76.0,0.0,64.4,500.0,1.1,0.0018084,14.72,5.7011,6.492,297.96,0.98602,1.0431
60.6,60.0,76.0,0.0,68.103,500.0,1.1,0.0018097,14.754,5.7358,6.4959,297.96,0.97265,1.0459
60.8,60.0,76.0,0.0,70.251,500.0,1.1,0.0018026,14.785,5.7705,6.501,297.96,0.96965,1.0487
61.0,60.0,76.0,0.0,70.364,500.0,1.1,0.0018501,14.763,5.8052,6.504,297.97,0.9791,1.0515
61.2,60.0,76.0,0.0,69.295,500.0,1.1,0.0018052,14.807,5.8396,6.5086,297.97,0.97507,1.0543
61.4,60.0,76.0,0.0,66.36,500.0,1.1,0.0018327,14.779,5.8742,6.509,297.97,0.99198,1.0571
61.6,60.0,76.0,0.0,63.31,500.0,1.1,0.0018288,14.781,5.9086,6.5046,297.98,1.0006,1.0599
61.8,60.0,76.0,0.0,62.004,500.0,1.1,0.0018505,14.765,5.9428,6.5011,297.98,1.0128,1.0628
62.0,60.0,76.0,0.0,62.066,500.0,1.1,0.0018962,14.728,5.9772,6.4965,297.99,1.0294,1.0657
62.2,60.0,76.0,0.0,63.984,500.0,1.1,0.0018682,14.762,6.0116,6.4952,297.99,1.0324,1.0686
62.4,60.0,76.0,0.0,66.43,500.0,1.1,0.0019114,14.724,6.0461,6.4937,298.0,1.0569,1.0716
62.6,60.0,76.0,0.0,69.483,500.0,1.1,0.0018694,14.757,6.0806,6.4937,298.0,1.0652,1.0745
62.8,60.0,76.0,0.0,72.511,500.0,1.1,0.0018584,14.781,6.1147,6.4949,298.0,1.0662,1.0775
63.0,60.0,76.0,0.0,75.081,500.0,1.1,0.0018731,14.78,6.1489,6.4976,298.0,1.0726,1.0804
63.2,60.0,76.0,0.0,76.572,500.0,1.1,0.001891,14.764,6.183,6.5018,298.0,1.0919,1.0834
63.4,60.0,76.0,0.0,76.38,500.0,1.1,0.0018348,14.804,6.217,6.5048,298.0,1.0992,1.0864
63.6,60.0,76.0,0.0,74.967,500.0,1.1,0.0017949,14.862,6.2507,6.5076,297.99,1.0862,1.0892
63.8,60.0,76.0,0.0,72.462,500.0,1.1,0.0017865,14.89,6.2846,6.5096,297.99,1.0777,1.0921
64.0,60.0,76.0,0.0,69.16,500.0,1.1,0.0017627,14.916,6.3182,6.5094,297.99,1.075,1.0949
64.2,60.0,80.0,0.0,65.937,500.0,1.1,0.0018724,14.848,6.3521,6.5075,297.99,1.101,1.0978
64.4,60.0,80.0,0.0,63.454,500.0,1.1,0.001857,14.868,6.386,6.5039,298.0,1.1061,1.1008
64.6,60.0,80.0,0.0,62.422,500.0,1.1,0.0018087,14.899,6.42,6.5001,298.0,1.1108,1.1037
64.8,60.0,80.0,0.0,62.918,500.0,1.1,0.0017544,14.951,6.4537,6.4978,297.99,1.1058,1.1066
65.0,60.0,80.0,0.0,64.312,500.0,1.1,0.0017824,14.939,6.4874,6.4949,297.99,1.1202,1.1094
65.2,60.0,80.0,0.0,66.88,500.0,1.1,0.0018313,14.899,6.5209,6.4934,298.0,1.15,1.1123
65.4,60.0,80.0,0.0,70.018,500.0,1.1,0.0018079,14.941,6.5544,6.4916,298.0,1.149,1.1152
65.6,60.0,80.0,0.0,73.903,500.0,1.1,0.0018166,14.959,6.5874,6.493,297.99,1.1496,1.1181
65.8,60.0,80.0,0.0,77.223,500.0,1.1,0.0017698,15.011,6.6202,6.4978,297.99,1.1426,1.121
66.0,60.0,80.0,0.0,78.623,500.0,1.1,0.0018092,14.995,6.6532,6.5026,297.99,1.155,1.1239
66.2,60.0,80.0,0.0,78.113,500.0,1.1,0.0018159,14.986,6.686,6.5066,297.99,1.1704,1.1268
66.4,60.0,80.0,0.0,76.006,500.0,1.1,0.0017996,15.021,6.7189,6.5103,297.99,1.1634,1.1297
66.6,60.0,80.0,0.0,72.409,500.0,1.1,0.0017544,15.058,6.7516,6.5122,297.99,1.1622,1.1326
66.8,60.0,80.0,0.0,68.074,500.0,1.1,0.0017486,15.07,6.7843,6.5126,297.99,1.1688,1.1354
67.0,60.0,80.0,0.0,63.569,500.0,1.1,0.0017589,15.063,6.8174,6.5082,297.99,1.1812,1.1383
67.2,60.0,80.0,0.0,60.834,500.0,1.1,0.0017507,15.076,6.8506,6.5009,297.99,1.1856,1.1411
67.4,60.0,80.0,0.0,61.015,500.0,1.1,0.0017266,15.107,6.8835,6.4905,297.99,1.1875,1.1439
67.6,60.0,80.0,0.0,65.355,500.0,1.1,0.00172,15.131,6.9165,6.4856,297.98,1.1862,1.1468
67.8,60.0,80.0,0.0,71.614,500.0,1.1,0.0017264,15.157,6.9496,6.486,297.98,1.1841,1.1496
68.0,60.0,80.0,0.0,77.735,500.0,1.1,0.0017659,15.155,6.9826,6.4917,297.98,1.1884,1.1524
68.2,60.0,84.0,0.0,81.568,500.0,1.1,0.0018104,15.144,7.0152,6.4977,297.98,1.2095,1.1553
68.4,60.0,84.0,0.0,83.016,500.0,1.1,0.0018001,15.19,7.0476,6.5029,297.98,1.2014,1.1582
68.6,60.0,84.0,0.0,82.388,500.0,1.1,0.0018193,15.2,7.0802,6.5062,297.98,1.1984,1.1612
68.8,60.0,84.0,0.0,80.415,500.0,1.1,0.0018166,15.218,7.1128,6.5101,297.98,1.1983,1.1641
69.0,60.0,84.0,0.0,76.899,500.0,1.1,0.0017801,15.255,7.1454,6.5148,297.97,1.1935,1.167
69.2,60.0,84.0,0.0,71.515,500.0,1.1,0.0017787,15.26,7.1784,6.5165,297.97,1.2026,1.1699
69.4,60.0,84.0,0.0,65.46,500.0,1.1,0.0018115,15.221,7.2114,6.5141,297.97,1.2314,1.1728
69.6,60.0,84.0,0.0,60.338,500.0,1.1,0.0018474,15.197,7.2447,6.5095,297.98,1.2524,1.1757
69.8,60.0,84.0,0.0,57.08,500.0,1.1,0.0018267,15.226,7.2778,6.5025,297.98,1.25,1.1787
70.0,60.0,84.0,0.0,56.614,500.0,1.1,0.0018483,15.208,7.3112,6.4935,297.99,1.2666,1.1817
70.2,60.0,84.0,0.0,59.733,500.0,1.1,0.0018646,15.208,7.3446,6.4876,298.0,1.2802,1.1847
70.4,60.0,84.0,0.0,65.189,500.0,1.1,0.001868,15.226,7.378,6.4854,298.0,1.2841,1.1877
70.6,60.0,84.0,0.0,71.527,500.0,1.1,0.0018687,15.243,7.4114,6.4885,298.01,1.2879,1.1908
70.8,60.0,84.0,0.0,76.625,500.0,1.1,0.0018882,15.261,7.4447,6.4914,298.01,1.2886,1.1939
71.0,60.0,84.0,0.0,80.603,500.0,1.1,0.0018863,15.273,7.4777,6.4954,298.01,1.2973,1.197
71.2,60.0,84.0,0.0,82.973,500.0,1.1,0.0018742,15.324,7.5105,6.4982,298.01,1.2821,1.2001
71.4,60.0,84.0,0.0,84.213,500.0,1.1,0.0018761,15.343,7.5434,6.5018,298.01,1.2837,1.2031
71.6,60.0,84.0,0.0,84.018,500.0,1.1,0.0018973,15.362,7.5762,6.5047,298.01,1.2781,1.2062
71.8,60.0,84.0,0.0,82.676,500.0,1.1,0.0018157,15.439,7.6086,6.508,298.01,1.2597,1.2093
72.0,60.0,84.0,0.0,79.993,500.0,1.1,0.0017874,15.491,7.6412,6.5079,298.0,1.2414,1.2123
72.2,60.0,90.0,0.0,77.368,500.0,1.1,0.0019045,15.419,7.6738,6.5078,298.0,1.2802,1.2154
72.4,60.0,90.0,0.0,74.757,500.0,1.1,0.0019147,15.42,7.7066,6.5056,298.0,1.2974,1.2185
72.6,60.0,90.0,0.0,73.061,500.0,1.1,0.0019013,15.453,7.7394,6.5034,298.01,1.2948,1.2216
72.8,60.0,90.0,0.0,72.217,500.0,1.1,0.0018886,15.483,7.772,6.5004,298.01,1.2932,1.2247
73.0,60.0,90.0,0.0,72.569,500.0,1.1,0.0018157,15.565,7.8044,6.4977,298.0,1.2692,1.2278
73.2,60.0,90.0,0.0,74.014,500.0,1.1,0.0017866,15.599,7.8365,6.4972,297.99,1.2645,1.2308
73.4,60.0,90.0,0.0,75.662,500.0,1.1,0.001781,15.617,7.8684,6.4957,297.99,1.271,1.2337
73.6,60.0,90.0,0.0,77.901,500.0,1.1,0.0017822,15.631,7.9003,6.4978,297.98,1.2794,1.2367
73.8,60.0,90.0,0.0,79.301,500.0,1.1,0.001757,15.667,7.9319,6.4993,297.98,1.2787,1.2397
74.0,60.0,90.0,0.0,80.11,500.0,1.1,0.0018227,15.643,7.9636,6.5025,297.98,1.2949,1.2427
74.2,60.0,90.0,0.0,79.635,500.0,1.1,0.0018098,15.664,7.9951,6.5037,297.98,1.3023,1.2457
74.4,60.0,90.0,0.0,78.664,500.0,1.1,0.0017695,15.716,8.0263,6.5038,297.98,1.2917,1.2487
74.6,60.0,90.0,0.0,77.664,500.0,1.1,0.0017425,15.752,8.0577,6.5028,297.97,1.2847,1.2517
74.8,60.0,90.0,0.0,77.049,500.0,1.1,0.0016701,15.816,8.0887,6.5024,297.96,1.2717,1.2546
75.0,60.0,90.0,0.0,76.62,500.0,1.1,0.0016207,15.872,8.1195,6.5034,297.95,1.2592,1.2574
75.2,60.0,90.0,0.0,75.782,100.0,1.1,0.001551,15.211,8.1584,6.5063,298.02,1.5081,1.2602
75.4,60.0,90.0,0.0,73.788,100.0,1.1,0.0015468,15.189,8.1974,6.5058,298.07,1.5499,1.2629
75.6,60.0,90.0,0.0,71.987,100.0,1.1,0.001528,15.174,8.2364,6.5061,298.1,1.5588,1.2656
75.8,60.0,90.0,0.0,70.073,100.0,1.1,0.0015303,15.146,8.2753,6.5042,298.12,1.569,1.2683
76.0,60.0,90.0,0.0,68.904,100.0,1.1,0.0015411,15.136,8.3145,6.4997,298.14,1.5636,1.271
76.2,60.0,116.0,0.0,69.56,100.0,1.1,0.0019887,14.829,8.3552,6.4884,298.18,1.6752,1.2741
76.4,60.0,116.0,0.0,74.734,100.0,1.1,0.0019986,14.802,8.3958,6.4817,298.2,1.7048,1.2775
76.6,60.0,116.0,0.0,82.548,100.0,1.1,0.0020954,14.722,8.4361,6.4793,298.21,1.735,1.281
76.8,60.0,116.0,0.0,91.325,100.0,1.1,0.002119,14.701,8.4766,6.4839,298.22,1.7427,1.2845
77.0,60.0,116.0,0.0,98.252,100.0,1.1,0.0020987,14.716,8.5168,6.4913,298.22,1.7314,1.2881
77.2,60.0,116.0,0.0,102.25,100.0,1.1,0.0020502,14.718,8.5576,6.4992,298.21,1.7304,1.2917
77.4,60.0,116.0,0.0,103.07,100.0,1.1,0.0021135,14.67,8.5982,6.5072,298.19,1.7429,1.2952
77.6,60.0,116.0,0.0,100.7,100.0,1.1,0.0021824,14.596,8.6386,6.5145,298.19,1.769,1.2989
77.8,60.0,116.0,0.0,95.427,100.0,1.1,0.0022233,14.558,8.6789,6.5197,298.17,1.7829,1.3026
78.0,60.0,116.0,0.0,88.075,100.0,1.1,0.0021606,14.567,8.7195,6.5223,298.17,1.7761,1.3063
78.2,60.0,116.0,0.0,79.679,100.0,1.1,0.0021261,14.556,8.7605,6.5224,298.15,1.7749,1.31
78.4,60.0,116.0,0.0,71.254,100.0,1.1,0.0020853,14.557,8.8019,6.5186,298.13,1.771,1.3136
78.6,60.0,116.0,0.0,64.365,100.0,1.1,0.0021018,14.523,8.8436,6.5122,298.12,1.7772,1.3171
78.8,60.0,116.0,0.0,60.015,100.0,1.1,0.0021059,14.482,8.8851,6.505,298.12,1.7927,1.3207
79.0,60.0,116.0,0.0,58.535,100.0,1.1,0.0020386,14.506,8.927,6.4982,298.1,1.7814,1.3242
79.2,60.0,116.0,0.0,59.772,100.0,1.1,0.0020503,14.457,8.969,6.4918,298.08,1.7977,1.3278
79.4,60.0,116.0,0.0,63.582,100.0,1.1,0.0020297,14.458,9.0112,6.4887,298.05,1.7953,1.3313
79.6,60.0,116.0,0.0,68.624,100.0,1.1,0.0020007,14.476,9.0537,6.4873,298.04,1.778,1.3348
79.8,60.0,116.0,0.0,74.224,100.0,1.1,0.0019663,14.5,9.0962,6.4888,298.02,1.7621,1.3383
80.0,60.0,116.0,0.0,79.227,100.0,1.1,0.0019465,14.499,9.1387,6.4917,298.01,1.7596,1.3418
80.2,60.0,90.0,0.0,83.078,100.0,1.1,0.0012097,15.158,9.1747,6.5085,297.94,1.5313,1.3445
80.4,60.0,90.0,0.0,80.144,100.0,1.1,0.0012221,15.135,9.2107,6.5224,298.35,1.4982,1.3468
80.6,60.0,90.0,0.0,71.693,100.0,1.1,0.0012399,15.079,9.2477,6.5295,298.27,1.5136,1.3491
80.8,60.0,90.0,0.0,60.421,100.0,1.1,0.0012662,15.015,9.2853,6.5283,298.17,1.5374,1.3514
81.0,60.0,90.0,0.0,49.667,100.0,1.1,0.0012748,14.963,9.3233,6.5197,298.1,1.559,1.3538
81.2,60.0,90.0,0.0,42.35,100.0,1.1,0.0013096,14.898,9.3621,6.5044,298.04,1.5851,1.3561
81.4,60.0,90.0,0.0,41.127,100.0,1.1,0.001296,14.904,9.4005,6.489,298.0,1.5793,1.3585
81.6,60.0,90.0,0.0,46.059,100.0,1.1,0.0012848,14.916,9.4386,6.4798,297.96,1.5714,1.3609
81.8,60.0,90.0,0.0,54.647,100.0,1.1,0.0012714,14.933,9.4762,6.4777,297.94,1.5605,1.3633
82.0,60.0,90.0,0.0,64.066,100.0,1.1,0.0012954,14.912,9.5139,6.4845,298.19,1.5626,1.3657
82.2,60.0,90.0,0.0,70.771,100.0,1.1,0.0012614,14.942,9.5514,6.4961,298.16,1.5502,1.368
82.4,60.0,90.0,0.0,72.825,100.0,1.1,0.0012312,14.982,9.5885,6.5082,298.1,1.5247,1.3703
82.6,60.0,90.0,0.0,70.042,100.0,1.1,0.0012061,14.97,9.6259,6.5185,298.05,1.5289,1.3726
82.8,60.0,90.0,0.0,63.176,100.0,1.1,0.0011893,14.941,9.6636,6.525,298.02,1.544,1.3748
83.0,60.0,90.0,0.0,53.727,100.0,1.1,0.0012246,14.862,9.7019,6.5243,298.01,1.5763,1.377
83.2,60.0,90.0,0.0,44.552,100.0,1.1,0.0012137,14.852,9.7403,6.5169,298.0,1.5772,1.3793
83.4,60.0,90.0,0.0,38.351,100.0,1.1,0.001185,14.854,9.7783,6.5045,297.99,1.5747,1.3815
83.6,60.0,90.0,0.0,37.101,100.0,1.1,0.0011697,14.864,9.8159,6.4918,297.99,1.5654,1.3837
83.8,60.0,90.0,0.0,40.91,100.0,1.1,0.0011286,14.907,9.8527,6.4835,297.98,1.5456,1.3858
84.0,60.0,90.0,0.0,48.021,100.0,1.1,0.0011453,14.883,9.8896,6.4802,297.98,1.548,1.3879
84.2,60.0,90.0,0.0,56.442,100.0,1.1,0.0011257,14.912,9.9259,6.4856,297.97,1.5344,1.39
84.4,60.0,90.0,0.0,62.712,100.0,1.1,0.0011122,14.907,9.9618,6.4953,297.96,1.5399,1.3921
84.6,60.0,90.0,0.0,65.113,100.0,1.1,0.001075,14.943,9.9969,6.5085,297.95,1.5231,1.3942
84.8,60.0,90.0,0.0,62.211,100.0,1.1,0.0011128,14.874,10.033,6.519,297.95,1.5457,1.3962
85.0,60.0,90.0,0.0,55.136,100.0,1.1,0.0011099,14.85,10.069,6.5236,297.95,1.5546,1.3983
85.2,60.0,90.0,0.0,46.244,100.0,1.1,0.0011275,14.801,10.105,6.5195,297.96,1.5712,1.4004
85.4,60.0,90.0,0.0,39.006,100.0,1.1,0.0011286,14.767,10.141,6.5106,297.96,1.5842,1.4025
85.6,60.0,90.0,0.0,35.306,100.0,1.1,0.001154,14.725,10.178,6.4965,297.97,1.5931,1.4047
85.8,60.0,90.0,0.0,37.254,100.0,1.1,0.0011129,14.757,10.214,6.4838,297.97,1.5818,1.4068
86.0,60.0,90.0,0.0,44.233,100.0,1.1,0.00111,14.762,10.251,6.4771,297.97,1.5749,1.4089
86.2,60.0,90.0,0.0,53.901,100.0,1.1,0.0011115,14.789,10.287,6.4791,297.98,1.5507,1.411
86.4,60.0,90.0,0.0,62.766,100.0,1.1,0.0011106,14.797,10.322,6.485,297.98,1.543,1.4131
86.6,60.0,90.0,0.0,69.271,100.0,1.1,0.0010953,14.795,10.358,6.4941,297.97,1.5487,1.4152
86.8,60.0,90.0,0.0,72.141,100.0,1.1,0.001105,14.784,10.393,6.5043,297.97,1.5481,1.4173
87.0,60.0,90.0,0.0,70.942,100.0,1.1,0.0011037,14.784,10.428,6.5136,297.97,1.5419,1.4194
87.2,60.0,90.0,0.0,66.02,100.0,1.1,0.0010846,14.79,10.463,6.5194,297.97,1.5348,1.4215
87.4,60.0,90.0,0.0,58.793,100.0,1.1,0.0011158,14.726,10.499,6.5182,297.97,1.5541,1.4236
87.6,60.0,90.0,0.0,52.064,100.0,1.1,0.0011585,14.645,10.536,6.5094,297.98,1.5851,1.4257
87.8,60.0,90.0,0.0,48.863,100.0,1.1,0.0011682,14.619,10.573,6.5,297.99,1.5949,1.4279
88.0,60.0,90.0,0.0,49.398,100.0,1.1,0.0011738,14.595,10.611,6.4928,298.0,1.5998,1.4301
88.2,60.0,90.0,0.0,52.778,100.0,1.1,0.0011557,14.611,10.647,6.4875,298.0,1.5928,1.4323
88.4,60.0,90.0,0.0,58.293,100.0,1.1,0.0012053,14.546,10.685,6.4853,298.01,1.6152,1.4345
88.6,60.0,90.0,0.0,64.675,100.0,1.1,0.0012085,14.54,10.722,6.4877,298.02,1.6219,1.4368
88.8,60.0,90.0,0.0,70.112,100.0,1.1,0.0012328,14.534,10.759,6.4938,298.02,1.6147,1.4391
89.0,60.0,90.0,0.0,73.12,100.0,1.1,0.0012098,14.55,10.796,6.5024,298.02,1.606,1.4414
89.2,60.0,90.0,0.0,72.659,100.0,1.1,0.0012092,14.527,10.833,6.5094,298.02,1.6135,1.4437
